FeatureCode,DateCode,Measurement,Units,Value,Sex,Age,SIMD quintiles,Urban Rural Classification
S92000003,2015-2017,Count,Years,44.97,Female,15-19 years,2,All
S92000003,2016-2018,Count,Years,53.05,Female,5-9 years,2,All
S92000003,2016-2018,Count,Years,57.54,Female,0 years,2,All
S92000003,2016-2018,Count,Years,6.99,Female,70-74 years,2,All
S92000003,2016-2018,Count,Years,9.13,Female,65-69 years,2,All
S92000003,2015-2017,Count,Years,1.52,Female,90 years,2,All
S92000003,2015-2017,Count,Years,2.38,Female,85-89 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,2.92,Female,85-89 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,2.04,Female,90 years,2,All
S92000003,2016-2018,Count,Years,5.13,Female,75-79 years,2,All
S92000003,2016-2018,Count,Years,1.78,Female,90 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,41.73,Female,20-24 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,37.52,Female,25-29 years,2,All
S92000003,2015-2017,Count,Years,58.17,Male,0 years,2,All
S92000003,2016-2018,Count,Years,14.24,Female,55-59 years,2,All
S92000003,2016-2018,Count,Years,11.57,Female,60-64 years,2,All
S92000003,2015-2017,Count,Years,49.34,Female,10-14 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,1.9,Male,90 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,2.49,Male,85-89 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,4.73,Male,75-79 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,6.3,Male,70-74 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,8.26,Male,65-69 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,10.51,Male,60-64 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,13.21,Male,55-59 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,43.72,Male,15-19 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,48.25,Male,10-14 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,16.25,Male,50-54 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,19.56,Male,45-49 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,39.31,Male,20-24 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,3.49,Male,80-84 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,35.03,Male,25-29 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,57.07,Male,0 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,4.42,Female,75-79 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,38.56,Female,20-24 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,8.44,Female,65-69 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,56.43,Male,1-4 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,6.29,Female,70-74 years,2,All
S92000003,2016-2018,95% Upper Confidence Limit,Years,52.81,Male,5-9 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,22.91,Female,40-44 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,26.53,Female,35-39 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,59.15,Female,0 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,30.39,Female,30-34 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,47.38,Female,10-14 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,34.42,Female,25-29 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,42.88,Female,15-19 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,21.47,Male,40-44 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,18.05,Male,45-49 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,1.36,Male,85-89 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,11.83,Male,55-59 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,25.19,Male,35-39 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,5.05,Male,70-74 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,6.99,Male,65-69 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,15.74,Female,55-59 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,0.81,Male,90 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,2.98,Male,80-84 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,1.42,Male,90 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,52.6,Female,5-9 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,2.05,Male,85-89 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,14.82,Male,50-54 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,9.19,Male,60-64 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,36.81,Male,25-29 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,32.59,Male,30-34 years,2,All
S92000003,2016-2018,Count,Years,48.42,Female,10-14 years,2,All
S92000003,2016-2018,Count,Years,35.36,Female,25-29 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,4.32,Female,80-84 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,37.5,Male,20-24 years,2,All
S92000003,2016-2018,Count,Years,26.01,Male,35-39 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,28.58,Male,35-39 years,2,All
S92000003,2016-2018,Count,Years,39.55,Female,20-24 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,24.76,Male,40-44 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,18.87,Female,50-54 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,55.12,Male,0 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,2.14,Male,80-84 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,3.4,Male,75-79 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,22.24,Female,45-49 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,6.06,Female,75-79 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,12.86,Female,60-64 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,25.77,Female,40-44 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,35.59,Female,25-29 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,31.59,Female,30-34 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,24.04,Female,40-44 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,52.82,Male,5-9 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,57.17,Male,0 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,48.23,Female,10-14 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,39.7,Female,20-24 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,27.73,Female,35-39 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,43.91,Female,15-19 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,43.71,Male,15-19 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,26.91,Male,35-39 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,39.3,Male,20-24 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,48.23,Male,10-14 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,30.88,Male,30-34 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,56.49,Male,1-4 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,23.18,Male,40-44 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,35.04,Male,25-29 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,6.23,Male,70-74 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,16.42,Male,50-54 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,10.62,Male,60-64 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,4.43,Male,75-79 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,56.12,Female,1-4 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,56.81,Female,0 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,19.72,Male,45-49 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,13.35,Male,55-59 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,4.49,Female,75-79 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,6.47,Female,70-74 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,8.76,Female,65-69 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,11.34,Female,60-64 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,14.19,Female,55-59 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,8.31,Male,65-69 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,17.27,Female,50-54 years,2,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,20.57,Female,45-49 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,17.88,Male,50-54 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,21.24,Male,45-49 years,2,All
S92000003,2016-2018,Count,Years,56.1,Male,0 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,3.27,Male,85-89 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,11.99,Male,60-64 years,2,All
S92000003,2015-2017,Count,Years,11.31,Male,60-64 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,9.66,Male,65-69 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,14.76,Male,55-59 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,41.86,Male,15-19 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,46.36,Male,10-14 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,50.87,Male,5-9 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,54.47,Male,1-4 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,50.45,Female,10-14 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,54.9,Female,5-9 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,10.26,Female,65-69 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,7.98,Female,70-74 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,55.76,Female,1-4 years,2,All
S92000003,2015-2017,Count,Years,17.15,Male,50-54 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,52,Female,5-9 years,2,All
S92000003,2015-2017,Count,Years,20.48,Male,45-49 years,2,All
S92000003,2016-2018,Count,Years,23.76,Female,40-44 years,2,All
S92000003,2016-2018,Count,Years,27.41,Female,35-39 years,2,All
S92000003,2016-2018,Count,Years,17.16,Female,50-54 years,2,All
S92000003,2016-2018,Count,Years,31.3,Female,30-34 years,2,All
S92000003,2016-2018,Count,Years,43.89,Female,15-19 years,2,All
S92000003,2016-2018,Count,Years,51.84,Male,5-9 years,2,All
S92000003,2015-2017,Count,Years,14.05,Male,55-59 years,2,All
S92000003,2015-2017,Count,Years,8.98,Male,65-69 years,2,All
S92000003,2016-2018,Count,Years,20.37,Female,45-49 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,56.49,Female,0 years,2,All
S92000003,2016-2018,Count,Years,55.45,Male,1-4 years,2,All
S92000003,2016-2018,Count,Years,47.3,Male,10-14 years,2,All
S92000003,2016-2018,Count,Years,15.54,Male,50-54 years,2,All
S92000003,2016-2018,Count,Years,18.81,Male,45-49 years,2,All
S92000003,2016-2018,Count,Years,42.79,Male,15-19 years,2,All
S92000003,2016-2018,Count,Years,38.4,Male,20-24 years,2,All
S92000003,2016-2018,Count,Years,22.25,Male,40-44 years,2,All
S92000003,2016-2018,Count,Years,29.99,Male,30-34 years,2,All
S92000003,2016-2018,Count,Years,34.15,Male,25-29 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,5.85,Male,75-79 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,45.6,Male,15-19 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,2.6,Male,90 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,7.58,Male,70-74 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,41.14,Male,20-24 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,58.5,Male,1-4 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,50.17,Male,10-14 years,2,All
S92000003,2016-2018,Count,Years,9.85,Male,60-64 years,2,All
S92000003,2016-2018,Count,Years,12.52,Male,55-59 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,4.43,Male,80-84 years,2,All
S92000003,2016-2018,Count,Years,1.36,Male,90 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,29.15,Male,30-34 years,2,All
S92000003,2016-2018,95% Lower Confidence Limit,Years,33.28,Male,25-29 years,2,All
S92000003,2016-2018,Count,Years,5.67,Male,70-74 years,2,All
S92000003,2016-2018,Count,Years,7.62,Male,65-69 years,2,All
S92000003,2016-2018,Count,Years,2.81,Male,80-84 years,2,All
S92000003,2016-2018,Count,Years,1.93,Male,85-89 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,54.81,Male,5-9 years,2,All
S92000003,2016-2018,Count,Years,4.07,Male,75-79 years,2,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,37.91,Female,30-34 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,50.19,Male,15-19 years,3,All
S92000003,2015-2017,Count,Years,10.89,Female,65-69 years,3,All
S92000003,2015-2017,Count,Years,8.06,Female,70-74 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,33.61,Female,35-39 years,3,All
S92000003,2015-2017,Count,Years,2.38,Female,85-89 years,3,All
S92000003,2015-2017,Count,Years,5.65,Female,75-79 years,3,All
S92000003,2015-2017,Count,Years,3.77,Female,80-84 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,54.96,Male,10-14 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,60.57,Female,5-9 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,3.03,Male,85-89 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,65.05,Female,0 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,21.6,Female,50-54 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,2.03,Male,90 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,64.25,Female,1-4 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,55.92,Female,10-14 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,51.31,Female,15-19 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,6.31,Male,75-79 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,4.49,Male,80-84 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,46.78,Female,20-24 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,29.44,Female,40-44 years,3,All
S92000003,2015-2017,Count,Years,1.49,Female,90 years,3,All
S92000003,2016-2018,Count,Years,5.91,Female,75-79 years,3,All
S92000003,2016-2018,Count,Years,8.33,Female,70-74 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,14.66,Female,60-64 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,25.43,Female,45-49 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,42.31,Female,25-29 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,18,Female,55-59 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,10.97,Male,65-69 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,32.41,Male,35-39 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,17.1,Male,55-59 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,8.45,Male,70-74 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,20.65,Male,50-54 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,4.36,Female,80-84 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,36.66,Male,30-34 years,3,All
S92000003,2016-2018,Count,Years,24.68,Female,45-49 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,64.4,Male,0 years,3,All
S92000003,2016-2018,Count,Years,17.51,Female,55-59 years,3,All
S92000003,2016-2018,Count,Years,14.26,Female,60-64 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,13.87,Male,60-64 years,3,All
S92000003,2016-2018,Count,Years,1.74,Female,90 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,63.61,Male,1-4 years,3,All
S92000003,2016-2018,Count,Years,2.63,Female,85-89 years,3,All
S92000003,2016-2018,Count,Years,11.16,Female,65-69 years,3,All
S92000003,2016-2018,Count,Years,20.99,Female,50-54 years,3,All
S92000003,2016-2018,Count,Years,4.02,Female,80-84 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,45.57,Male,20-24 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,41.05,Male,25-29 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,59.76,Male,5-9 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,11.54,Female,65-69 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,8.7,Female,70-74 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,6.3,Female,75-79 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,2.86,Female,85-89 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,24.39,Male,45-49 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,1.93,Female,90 years,3,All
S92000003,2015-2017,95% Upper Confidence Limit,Years,28.32,Male,40-44 years,3,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,32.02,Female,35-39 years,3,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,1.05,Female,90 years,3,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,23.97,Female,45-49 years,3,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,36.25,Female,30-34 years,3,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,1.9,Female,85-89 years,3,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,39.42,Male,25-29 years,3,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,3.17,Female,80-84 years,3,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,7.42,Female,70-74 years,3,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,40.61,Female,25-29 years,3,All
S92000003,2015-2017,95% Lower Confidence Limit,Years,10.24,Female,65-69 years,3,All
